"Function / Call Stack","CPU Time","Clockticks","Instructions Retired","CPI Rate","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Stores Bound","Load Bound","Average CPU Frequency","Module","Function (Full)","Source File","Start Address"
"func@0x140461780","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","atc.sys","func@0x140461780","[Unknown]","0x140461780"
"func@0x140254acc","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x140254acc","[Unknown]","0x140254acc"
"func@0x14041770f","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14041770f","[Unknown]","0x14041770f"
"func@0x1402dfb83","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402dfb83","[Unknown]","0x1402dfb83"
"func@0x1402f66f0","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x1402f66f0","[Unknown]","0x1402f66f0"
"func@0x1403ced70","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x1403ced70","[Unknown]","0x1403ced70"
"func@0x14033a770","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14033a770","[Unknown]","0x14033a770"
"func@0x14022aac3","9.99996e-05","537600","0","","0","0","1","0","0","0","0","0","0","0","5.37602e+09","ntoskrnl.exe","func@0x14022aac3","[Unknown]","0x14022aac3"
"KeIsEmptyAffinityEx","9.99996e-05","1075200","1612800","0.666667","0","0","1","0","0","0","0","0","0","0","1.0752e+10","ntoskrnl.exe","KeIsEmptyAffinityEx","[Unknown]","0x140367180"
"func@0x14025c2b9","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x14025c2b9","[Unknown]","0x14025c2b9"
"func@0x1402c2070","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402c2070","[Unknown]","0x1402c2070"
"func@0x1403f8dc0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403f8dc0","[Unknown]","0x1403f8dc0"
"func@0x1403ae038","9.99996e-05","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403ae038","[Unknown]","0x1403ae038"
"func@0x14028f7f0","9.99996e-05","268800","0","","","0","","0","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x14028f7f0","[Unknown]","0x14028f7f0"
"func@0x1404514dc","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1404514dc","[Unknown]","0x1404514dc"
"func@0x1404d58bc","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x1404d58bc","[Unknown]","0x1404d58bc"
"func@0x140330830","9.99996e-05","806400","2150400","0.375","0","0","1","0","0","0","0","0","0","0","8.06403e+09","ntoskrnl.exe","func@0x140330830","[Unknown]","0x140330830"
"func@0x1403acf18","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403acf18","[Unknown]","0x1403acf18"
"KeRcuReadUnlock","9.99996e-05","537600","0","","0","0","1","0","0","0","0","0","0","0","5.37602e+09","ntoskrnl.exe","KeRcuReadUnlock","[Unknown]","0x14040eff0"
"func@0x140308750","9.99996e-05","268800","2150400","0.125","0","","","0","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x140308750","[Unknown]","0x140308750"
"ExAcquireRundownProtection","9.99996e-05","537600","0","","0","0","1","0","0","0","0","0","0","0","5.37602e+09","ntoskrnl.exe","ExAcquireRundownProtection","[Unknown]","0x1402eb890"
"func@0x14031c530","9.99996e-05","537600","0","","0","0","1","0","0","0","0","0","0","0","5.37602e+09","ntoskrnl.exe","func@0x14031c530","[Unknown]","0x14031c530"
"func@0x1401c07d4","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","atc.sys","func@0x1401c07d4","[Unknown]","0x1401c07d4"
"func@0x140480bc0","9.99996e-05","806400","0","","0","0","1","0","0","0","0","0","0","0","8.06403e+09","atc.sys","func@0x140480bc0","[Unknown]","0x140480bc0"
"IoAllocateMdl","9.99996e-05","0","537600","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","IoAllocateMdl","[Unknown]","0x14025e9e0"
"func@0x1403af828","9.99996e-05","1344000","2150400","0.625","0","0","1","0","0","0","0","0","0","0","1.34401e+10","ntoskrnl.exe","func@0x1403af828","[Unknown]","0x1403af828"
"func@0x1402990b0","9.99996e-05","268800","0","","0","","","0","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x1402990b0","[Unknown]","0x1402990b0"
"func@0x1403db639","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x1403db639","[Unknown]","0x1403db639"
"func@0x1403b5343","9.99996e-05","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x1403b5343","[Unknown]","0x1403b5343"
"func@0x14013cef0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x14013cef0","[Unknown]","0x14013cef0"
"func@0x1402a1bf0","9.99996e-05","2419200","537600","4.5","0","0","1","0","0","0","0","0","0","0","2.41921e+10","ntoskrnl.exe","func@0x1402a1bf0","[Unknown]","0x1402a1bf0"
"func@0x140437e60","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140437e60","[Unknown]","0x140437e60"
"func@0x1403151e0","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x1403151e0","[Unknown]","0x1403151e0"
"func@0x1403f6b80","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403f6b80","[Unknown]","0x1403f6b80"
"func@0x14016f3e0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x14016f3e0","[Unknown]","0x14016f3e0"
"func@0x1402230d0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402230d0","[Unknown]","0x1402230d0"
"func@0x1403f8f20","9.99996e-05","537600","0","","","","","0","0","0","0","0","0","0","5.37602e+09","atc.sys","func@0x1403f8f20","[Unknown]","0x1403f8f20"
"func@0x1402e5060","9.99996e-05","0","0","0","0","","","0","0","0","0","0","0","0","0","atc.sys","func@0x1402e5060","[Unknown]","0x1402e5060"
"func@0x14014e270","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x14014e270","[Unknown]","0x14014e270"
"RtlCopyUnicodeString","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","RtlCopyUnicodeString","[Unknown]","0x1403f7d40"
"func@0x14013c940","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x14013c940","[Unknown]","0x14013c940"
"GetStringTypeW","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","kernelbase.dll","GetStringTypeW","[Unknown]","0x180089b90"
"func@0x18005a0ac","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","ntdll.dll","func@0x18005a0ac","[Unknown]","0x18005a0ac"
"func@0x1403fcc00","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x1403fcc00","[Unknown]","0x1403fcc00"
"func@0x180115ab8","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","ntdll.dll","func@0x180115ab8","[Unknown]","0x180115ab8"
"RtlReleaseSRWLockExclusive","9.99996e-05","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","RtlReleaseSRWLockExclusive","[Unknown]","0x18006c390"
"[luafv.sys]","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","luafv.sys","[luafv.sys]","[Unknown]","0"
"func@0x14002b314","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","dxgmms2.sys","func@0x14002b314","[Unknown]","0x14002b314"
"func@0x140144710","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x140144710","[Unknown]","0x140144710"
"stbiw__putc","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","kip_sequential_soa_profile.exe","stbiw__putc","stb_image_write.h","0x1400247ac"
"stbiw__putc","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","kip_sequential_soa_profile.exe","stbiw__putc","stb_image_write.h","0x140024a13"
"func@0x1801668c0","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","ntdll.dll","func@0x1801668c0","[Unknown]","0x1801668c0"
"func@0x140127ac0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x140127ac0","[Unknown]","0x140127ac0"
"func@0x140154f28","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x140154f28","[Unknown]","0x140154f28"
"func@0x14018f750","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x14018f750","[Unknown]","0x14018f750"
"wcslen","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","wcslen","[Unknown]","0x1801259d0"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x1400265f4"
"func@0x18003ccfb","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x18003ccfb","[Unknown]","0x18003ccfb"
"func@0x140162f8a","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x140162f8a","[Unknown]","0x140162f8a"
"func@0x180023f6f","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","kernel32.dll","func@0x180023f6f","[Unknown]","0x180023f6f"
"func@0x1401690e0","9.99996e-05","537600","537600","1","0","0","1","0","0","0","0","0","0","0","5.37602e+09","ntfs.sys","func@0x1401690e0","[Unknown]","0x1401690e0"
"RtlAllocateHeap","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","ntdll.dll","RtlAllocateHeap","[Unknown]","0x18003dc60"
"LdrControlFlowGuardEnforced","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","LdrControlFlowGuardEnforced","[Unknown]","0x1800366f0"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x14002657d"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","9.99996e-05","806400","0","","0","0","1","0","0","0","0","0","0","0","8.06403e+09","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x14002656c"
"stbi__mul2shorts_valid","9.99996e-05","806400","2150400","0.375","0","0","1","0","0","0","0","0","0","0","8.06403e+09","kip_sequential_soa_profile.exe","stbi__mul2shorts_valid","stb_image.h","0x140021fa6"
"func@0x14011f030","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x14011f030","[Unknown]","0x14011f030"
"vCleanupUMWindowlessSprite","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","win32kfull.sys","vCleanupUMWindowlessSprite","[Unknown]","0x1400812d0"
"stbi__jpeg_get_bit","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","kip_sequential_soa_profile.exe","stbi__jpeg_get_bit","stb_image.h","0x140012b67"
"RtlFlsGetValue2","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","RtlFlsGetValue2","[Unknown]","0x1800d3970"
"RtlUnicodeToMultiByteN","9.99996e-05","0","1612800","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","RtlUnicodeToMultiByteN","[Unknown]","0x18007ecd0"
"func@0x180008100","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x180008100","[Unknown]","0x180008100"
"func@0x140006c72","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","dxgmms2.sys","func@0x140006c72","[Unknown]","0x140006c72"
"func@0x14002f3c0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x14002f3c0","[Unknown]","0x14002f3c0"
"func@0x140009760","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x140009760","[Unknown]","0x140009760"
"func@0x140415469","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140415469","[Unknown]","0x140415469"
"func@0x1801268d0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x1801268d0","[Unknown]","0x1801268d0"
"func@0x1400067e0","9.99996e-05","268800","0","","0","","","0","0","0","0","0","0","0","2.68801e+09","dxgmms2.sys","func@0x1400067e0","[Unknown]","0x1400067e0"
"func@0x140005260","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","dxgmms2.sys","func@0x140005260","[Unknown]","0x140005260"
"func@0x180054da0","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","ntdll.dll","func@0x180054da0","[Unknown]","0x180054da0"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x140026716"
"func@0x180033760","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","bdhkm64.dll","func@0x180033760","[Unknown]","0x180033760"
"func@0x18000451b","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","apphelp.dll","func@0x18000451b","[Unknown]","0x18000451b"
"func@0x1401514e0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x1401514e0","[Unknown]","0x1401514e0"
"func@0x1400054c0","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","ntfs.sys","func@0x1400054c0","[Unknown]","0x1400054c0"
"RtlGetLastWin32Error","9.99996e-05","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","2.68801e+09","ntdll.dll","RtlGetLastWin32Error","[Unknown]","0x1800e8210"
"RtlAcquireSRWLockExclusive","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","ntdll.dll","RtlAcquireSRWLockExclusive","[Unknown]","0x18006b6c0"
"func@0x140005e37","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","dxgmms2.sys","func@0x140005e37","[Unknown]","0x140005e37"
"func@0x18000fa6e","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","apphelp.dll","func@0x18000fa6e","[Unknown]","0x18000fa6e"
"func@0x1800166c0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x1800166c0","[Unknown]","0x1800166c0"
"func@0x1800186e0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","bdhkm64.dll","func@0x1800186e0","[Unknown]","0x1800186e0"
"SbSelectProcedure","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","SbSelectProcedure","[Unknown]","0x18000b080"
"func@0x14008561c","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","gemma.sys","func@0x14008561c","[Unknown]","0x14008561c"
"func@0x140273eeb","9.99996e-05","806400","0","","0","","","0","0","0","0","0","0","0","8.06403e+09","ntfs.sys","func@0x140273eeb","[Unknown]","0x140273eeb"
"func@0x18000ae93","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","fltmgr.sys","func@0x18000ae93","[Unknown]","0x18000ae93"
"func@0x14003a9ec","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","gemma.sys","func@0x14003a9ec","[Unknown]","0x14003a9ec"
"func@0x1400144f0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","wdf01000.sys","func@0x1400144f0","[Unknown]","0x1400144f0"
"func@0x180010040","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","fltmgr.sys","func@0x180010040","[Unknown]","0x180010040"
"func@0x180010220","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","bdhkm64.dll","func@0x180010220","[Unknown]","0x180010220"
"func@0x18000ec10","9.99996e-05","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","fltmgr.sys","func@0x18000ec10","[Unknown]","0x18000ec10"
"func@0x18001c3c0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","fltmgr.sys","func@0x18001c3c0","[Unknown]","0x18001c3c0"
"func@0x18000c310","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","fltmgr.sys","func@0x18000c310","[Unknown]","0x18000c310"
"func@0x180001d1c","9.99996e-05","537600","537600","1","","0","","0","0","0","0","0","0","0","5.37602e+09","bdhkm64.dll","func@0x180001d1c","[Unknown]","0x180001d1c"
"FltDecodeParameters","9.99996e-05","0","0","0","0","","","0","0","0","0","0","0","0","0","fltmgr.sys","FltDecodeParameters","[Unknown]","0x18000f3d0"
"func@0x18000f010","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","fltmgr.sys","func@0x18000f010","[Unknown]","0x18000f010"
"func@0x180039ce0","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","ntdll.dll","func@0x180039ce0","[Unknown]","0x180039ce0"
"func@0x1c0013584","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","fileinfo.sys","func@0x1c0013584","[Unknown]","0x1c0013584"
"RtlTryAcquireSRWLockShared","9.99996e-05","806400","1075200","0.75","0","","","0","0","0","0","0","0","0","8.06403e+09","ntdll.dll","RtlTryAcquireSRWLockShared","[Unknown]","0x18004b210"
"func@0x18000d620","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","fltmgr.sys","func@0x18000d620","[Unknown]","0x18000d620"
"func@0x140055450","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x140055450","[Unknown]","0x140055450"
"func@0x1400058df","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x1400058df","[Unknown]","0x1400058df"
"func@0x180013d77","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","fltmgr.sys","func@0x180013d77","[Unknown]","0x180013d77"
"func@0x180024580","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","fltmgr.sys","func@0x180024580","[Unknown]","0x180024580"
"func@0x18006f820","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x18006f820","[Unknown]","0x18006f820"
"func@0x140005e00","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","ntfs.sys","func@0x140005e00","[Unknown]","0x140005e00"
"func@0x14013bfa0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x14013bfa0","[Unknown]","0x14013bfa0"
"func@0x18000fa00","9.99996e-05","268800","0","","0","0","1","0","0","0","0","0","0","0","2.68801e+09","fltmgr.sys","func@0x18000fa00","[Unknown]","0x18000fa00"
"func@0x18001f5c0","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","bdhkm64.dll","func@0x18001f5c0","[Unknown]","0x18001f5c0"
"func@0x180017f40","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","bdhkm64.dll","func@0x180017f40","[Unknown]","0x180017f40"
"load_jpeg_image","9.99996e-05","1344000","3225600","0.416667","0","0","1","0","0","0","0","0","0","0","1.34401e+10","kip_sequential_soa_profile.exe","load_jpeg_image","stb_image.h","0x140012541"
"func@0x14000b410","9.99996e-05","0","1075200","0","0","","","0","0","0","0","0","0","0","0","ntfs.sys","func@0x14000b410","[Unknown]","0x14000b410"
"func@0x18001bea0","9.99996e-05","0","537600","0","0","","","0","0","0","0","0","0","0","0","fltmgr.sys","func@0x18001bea0","[Unknown]","0x18001bea0"
"func@0x18000f850","9.99996e-05","268800","0","","0","","","0","0","0","0","0","0","0","2.68801e+09","fltmgr.sys","func@0x18000f850","[Unknown]","0x18000f850"
"FltAcquirePushLockShared","9.99996e-05","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","2.68801e+09","fltmgr.sys","FltAcquirePushLockShared","[Unknown]","0x180013c40"
"func@0x18000eb10","9.99996e-05","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x18000eb10","[Unknown]","0x18000eb10"
