"CPU Time","Memory Bound","Memory Bound","Loads","Stores","LLC Miss Count","Module","Function (Full)","Source File","Start Address"
"0.000499998","0","0","300000","400000","0","ntoskrnl.exe","func@0x140288ca0","[Unknown]","0x140288ca0"
"0.000499998","0","0","0","100000","0","ntdll.dll","func@0x18000f1c0","[Unknown]","0x18000f1c0"
"0.000499998","","0","0","0","0","ntoskrnl.exe","func@0x14036b430","[Unknown]","0x14036b430"
"0.000499998","0","0","500000","200000","0","ntoskrnl.exe","ExReleaseResourceLite","[Unknown]","0x14031eca0"
"0.000499998","0","0","800000","500000","0","ntoskrnl.exe","func@0x140216b48","[Unknown]","0x140216b48"
"0.000499998","0","0","900000","100000","0","ntoskrnl.exe","func@0x140219ab0","[Unknown]","0x140219ab0"
"0.000399998","0","0","3400000","500000","0","kip_sequential_profile.exe","std::vector<std::vector<Pixel,std::allocator<Pixel> >,std::allocator<std::vector<Pixel,std::allocator<Pixel> > > >::operator[]","vector","0x140022cb0"
"0.000399998","0","0","600000","100000","0","ntoskrnl.exe","ExAcquireRundownProtectionCacheAwareEx","[Unknown]","0x14041c230"
"0.000399998","0","0","0","0","0","ntoskrnl.exe","func@0x14044a31f","[Unknown]","0x14044a31f"
"0.000399998","0","0","200000","500000","0","ntoskrnl.exe","func@0x1406ad530","[Unknown]","0x1406ad530"
"0.000399998","0","0","0","200000","0","ntoskrnl.exe","func@0x1403cbe34","[Unknown]","0x1403cbe34"
"0.000399998","0","0","400000","0","0","ntoskrnl.exe","func@0x1402a0470","[Unknown]","0x1402a0470"
"0.000399998","","","400000","200000","0","ntoskrnl.exe","func@0x14041e330","[Unknown]","0x14041e330"
"0.000399998","0","0","400000","300000","0","ntoskrnl.exe","func@0x140449f98","[Unknown]","0x140449f98"
"0.000399998","0","0","100000","200000","0","ntoskrnl.exe","func@0x140226570","[Unknown]","0x140226570"
"0.000399998","","0","900000","400000","0","ntoskrnl.exe","func@0x14023cdc0","[Unknown]","0x14023cdc0"
"0.000399998","0","0","500000","300000","0","ntoskrnl.exe","NtAllocateVirtualMemory","[Unknown]","0x1408adef0"
"0.000399998","0","0","200000","200000","0","ntoskrnl.exe","func@0x1406a76a0","[Unknown]","0x1406a76a0"
"0.000399998","0","0","100000","500000","0","ntoskrnl.exe","func@0x1402e0fe0","[Unknown]","0x1402e0fe0"
"0.000399998","0","0","100000","0","0","ntoskrnl.exe","func@0x1408b3bc0","[Unknown]","0x1408b3bc0"
"0.000399998","0.333333","0","0","100000","0","igdkmdn64.sys","func@0x1402ca3e0","[Unknown]","0x1402ca3e0"
"0.000399998","0","0","0","100000","0","cng.sys","EntropyProvideData","[Unknown]","0x1c000daa0"
"0.000399998","0","0","400000","800000","0","ntoskrnl.exe","EtwEventEnabled","[Unknown]","0x140305c30"
"0.000399998","1","0","0","400000","0","igdkmdn64.sys","func@0x140217428","[Unknown]","0x140217428"
"0.000399998","0","0","400000","100000","0","ntoskrnl.exe","func@0x1403cb9d0","[Unknown]","0x1403cb9d0"
"0.000399998","0","0","100000","0","0","ntoskrnl.exe","func@0x1402c2fcb","[Unknown]","0x1402c2fcb"
"0.000399998","0","0","700000","400000","0","ntdll.dll","func@0x180018400","[Unknown]","0x180018400"
"0.000399998","0","0","200000","600000","0","ntoskrnl.exe","ExGetPreviousMode","[Unknown]","0x140462d10"
"0.000399998","0","0","700000","600000","0","ntoskrnl.exe","func@0x1402671f0","[Unknown]","0x1402671f0"
"0.000399998","0","0","600000","800000","0","ntoskrnl.exe","func@0x1403deb40","[Unknown]","0x1403deb40"
"0.000399998","0","0","200000","0","0","ntoskrnl.exe","func@0x1408b2ba4","[Unknown]","0x1408b2ba4"
"0.000399998","","","100000","0","0","ntoskrnl.exe","func@0x14028aa30","[Unknown]","0x14028aa30"
"0.000399998","0","0","600000","300000","0","nllsp.sys","func@0x14004d508","[Unknown]","0x14004d508"
"0.000399998","0","0","600000","500000","0","ntoskrnl.exe","func@0x14036e750","[Unknown]","0x14036e750"
"0.000399998","0","0","100000","100000","0","ntoskrnl.exe","func@0x1402e11c0","[Unknown]","0x1402e11c0"
"0.000299999","0","0","800000","200000","0","ntoskrnl.exe","RtlNumberOfSetBitsEx","[Unknown]","0x14022e8d0"
"0.000299999","0","0","1100000","1500000","0","ntoskrnl.exe","ExAcquireSpinLockSharedAtDpcLevel","[Unknown]","0x140369a10"
"0.000299999","0","0","500000","400000","0","ntoskrnl.exe","func@0x1402c6170","[Unknown]","0x1402c6170"
"0.000299999","0","0","100000","0","0","ntoskrnl.exe","func@0x1403693a0","[Unknown]","0x1403693a0"
"0.000299999","0","0","800000","300000","0","ntoskrnl.exe","func@0x140431730","[Unknown]","0x140431730"
"0.000299999","0","0","300000","200000","0","igdkmdn64.sys","func@0x140483480","[Unknown]","0x140483480"
"0.000299999","0","0","300000","100000","0","ntoskrnl.exe","RtlRbRemoveNode","[Unknown]","0x1402ff4d0"
"0.000299999","","0","100000","100000","0","igdkmdn64.sys","func@0x140217670","[Unknown]","0x140217670"
"0.000299999","1","0","300000","100000","0","igdkmdn64.sys","func@0x1403281e0","[Unknown]","0x1403281e0"
"0.000299999","0","0","0","100000","0","ntoskrnl.exe","func@0x1403cded4","[Unknown]","0x1403cded4"
"0.000299999","0","0","100000","0","0","ntoskrnl.exe","func@0x1402bae40","[Unknown]","0x1402bae40"
"0.000299999","0","0","600000","800000","0","ntoskrnl.exe","func@0x140287c5c","[Unknown]","0x140287c5c"
"0.000299999","0","0","200000","1000000","0","ntoskrnl.exe","func@0x140287fac","[Unknown]","0x140287fac"
"0.000299999","0","0","300000","200000","0","ntoskrnl.exe","func@0x140278ea0","[Unknown]","0x140278ea0"
"0.000299999","0","0","300000","200000","0","ntoskrnl.exe","func@0x140231bb0","[Unknown]","0x140231bb0"
"0.000299999","0","0","200000","200000","0","ntoskrnl.exe","func@0x14028604c","[Unknown]","0x14028604c"
"0.000299999","0","0","1000000","200000","0","ntoskrnl.exe","ExpInterlockedPushEntrySList","[Unknown]","0x1406ae2c0"
"0.000299999","0","0","600000","1000000","0","ntoskrnl.exe","func@0x1408aeb40","[Unknown]","0x1408aeb40"
"0.000299999","0","0","200000","300000","0","ntoskrnl.exe","func@0x1402c945b","[Unknown]","0x1402c945b"
"0.000299999","0","0","400000","200000","0","ntoskrnl.exe","ExAcquireCacheAwarePushLockSharedEx","[Unknown]","0x140322940"
"0.000299999","0","0","200000","600000","0","ntoskrnl.exe","func@0x140235b10","[Unknown]","0x140235b10"
"0.000299999","0","0","1400000","900000","0","ntoskrnl.exe","func@0x14036b6c0","[Unknown]","0x14036b6c0"
"0.000299999","0","0","400000","100000","0","ntoskrnl.exe","func@0x1402ae080","[Unknown]","0x1402ae080"
"0.000299999","0","0","300000","300000","0","ntoskrnl.exe","func@0x14035c2f0","[Unknown]","0x14035c2f0"
"0.000299999","1","0","700000","100000","0","ntoskrnl.exe","ExAcquireSpinLockExclusiveAtDpcLevel","[Unknown]","0x140369a60"
"0.000299999","0","0","200000","300000","0","ntoskrnl.exe","func@0x1403cba91","[Unknown]","0x1403cba91"
"0.000299999","0","0","0","0","0","ntoskrnl.exe","func@0x140226a18","[Unknown]","0x140226a18"
"0.000299999","0","0","700000","700000","0","ntoskrnl.exe","func@0x140304f50","[Unknown]","0x140304f50"
"0.000299999","0","0","900000","100000","0","ntoskrnl.exe","func@0x140279aa0","[Unknown]","0x140279aa0"
"0.000299999","0","0","100000","0","0","nllvmm.sys","func@0x14001281c","[Unknown]","0x14001281c"
"0.000299999","0","0","200000","100000","0","ucrtbase.dll","fread","[Unknown]","0x180038720"
"0.000299999","0","0","300000","0","0","ntoskrnl.exe","func@0x1402db1c0","[Unknown]","0x1402db1c0"
"0.000299999","0","0","0","0","0","dxgmms2.sys","func@0x1c0007f40","[Unknown]","0x1c0007f40"
"0.000299999","0","0","200000","300000","0","kip_sequential_profile.exe","stbi__extend_receive","stb_image.h","0x14001c0fd"
"0.000299999","0","0","0","200000","0","fltmgr.sys","FltGetStreamHandleContext","[Unknown]","0x1c000b600"
"0.000299999","0","0","0","100000","0","ntoskrnl.exe","func@0x140312b44","[Unknown]","0x140312b44"
"0.000299999","0","0","300000","300000","0","ntdll.dll","func@0x1800484c0","[Unknown]","0x1800484c0"
"0.000299999","0","0","200000","500000","0","ntoskrnl.exe","func@0x14032e620","[Unknown]","0x14032e620"
"0.000299999","","0","0","0","0","ntoskrnl.exe","func@0x1402c3a00","[Unknown]","0x1402c3a00"
"0.000299999","0","0","2100000","200000","0","ntoskrnl.exe","func@0x140366d56","[Unknown]","0x140366d56"
"0.000299999","0","0","0","0","0","ntoskrnl.exe","func@0x140351745","[Unknown]","0x140351745"
"0.000299999","0","0","100000","300000","0","ntoskrnl.exe","func@0x1403cf431","[Unknown]","0x1403cf431"
"0.000299999","0","0","100000","100000","0","ntoskrnl.exe","func@0x140277f40","[Unknown]","0x140277f40"
"0.000299999","0","0","300000","100000","0","ucrtbase.dll","fread_s","[Unknown]","0x180038750"
"0.000299999","0","0","100000","100000","0","ntoskrnl.exe","func@0x14043b163","[Unknown]","0x14043b163"
"0.000299999","0","0","300000","0","0","symcryptk.dll","func@0x1c00014f0","[Unknown]","0x1c00014f0"
"0.000299999","0","0","0","100000","0","intelppm.sys","func@0x1c0001ea0","[Unknown]","0x1c0001ea0"
"0.000299999","0","0","100000","0","0","[Unknown]","[Outside any known module]","[Unknown]","0"
"0.000299999","","0","0","0","0","usbxhci.sys","func@0x1c00099fb","[Unknown]","0x1c00099fb"
"0.000299999","0","0","200000","0","0","ntoskrnl.exe","FsRtlAcquireHeaderMutex","[Unknown]","0x140326620"
"0.000199999","0","0","0","200000","0","kip_sequential_profile.exe","std::vector<std::vector<Pixel,std::allocator<Pixel> >,std::allocator<std::vector<Pixel,std::allocator<Pixel> > > >::~vector","vector","0x14002243f"
"0.000199999","0","0","600000","100000","0","ntoskrnl.exe","func@0x1402b33f0","[Unknown]","0x1402b33f0"
"0.000199999","0","0","1000000","300000","0","ntoskrnl.exe","func@0x1403cf9d0","[Unknown]","0x1403cf9d0"
"0.000199999","0","0","100000","100000","0","ntfs.sys","func@0x1c017e4e0","[Unknown]","0x1c017e4e0"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","func@0x14027ad80","[Unknown]","0x14027ad80"
"0.000199999","0","0","0","100000","0","ucrtbase.dll","malloc","[Unknown]","0x180015e00"
"0.000199999","0","0","200000","600000","0","ntoskrnl.exe","func@0x14025a1b0","[Unknown]","0x14025a1b0"
"0.000199999","0","0","100000","100000","0","ntoskrnl.exe","func@0x1404078a0","[Unknown]","0x1404078a0"
"0.000199999","0","0","200000","100000","0","ntoskrnl.exe","func@0x140351d1e","[Unknown]","0x140351d1e"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","func@0x1402e3500","[Unknown]","0x1402e3500"
"0.000199999","0","0","100000","0","0","ntoskrnl.exe","func@0x140275f89","[Unknown]","0x140275f89"
"0.000199999","0","0","200000","100000","0","ntdll.dll","RtlFreeHeap","[Unknown]","0x180095310"
"0.000199999","0","0","0","100000","0","ntfs.sys","func@0x1c011e052","[Unknown]","0x1c011e052"
"0.000199999","0","0","100000","0","0","ucrtbase.dll","free_base","[Unknown]","0x18001e0e0"
"0.000199999","0","0","300000","0","0","ntoskrnl.exe","KeIsAttachedProcess","[Unknown]","0x14044fa50"
"0.000199999","0","0","100000","100000","0","ntoskrnl.exe","func@0x140257ae0","[Unknown]","0x140257ae0"
"0.000199999","0","0","0","0","0","ntdll.dll","func@0x180048a80","[Unknown]","0x180048a80"
"0.000199999","0","0","300000","200000","0","ntoskrnl.exe","func@0x140311be0","[Unknown]","0x140311be0"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","func@0x140235900","[Unknown]","0x140235900"
"0.000199999","0","0","0","100000","0","classpnp.sys","func@0x1c000d1b0","[Unknown]","0x1c000d1b0"
"0.000199999","0","0","0","0","0","ntfs.sys","func@0x1c01916c0","[Unknown]","0x1c01916c0"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","func@0x1402ca3b0","[Unknown]","0x1402ca3b0"
"0.000199999","0","0","900000","100000","0","ntoskrnl.exe","func@0x1403d1528","[Unknown]","0x1403d1528"
"0.000199999","0","0","400000","400000","0","ntoskrnl.exe","func@0x1402bfe17","[Unknown]","0x1402bfe17"
"0.000199999","0","0","200000","0","0","fltmgr.sys","FltReleaseContext","[Unknown]","0x1c0004420"
"0.000199999","0","0","200000","100000","0","ntoskrnl.exe","func@0x14030206d","[Unknown]","0x14030206d"
"0.000199999","0","0","400000","500000","0","ntoskrnl.exe","func@0x140226cf6","[Unknown]","0x140226cf6"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","func@0x140267492","[Unknown]","0x140267492"
"0.000199999","0","0","100000","0","0","ntoskrnl.exe","KeLeaveGuardedRegion","[Unknown]","0x14036ba10"
"0.000199999","0","0","100000","0","0","ntoskrnl.exe","func@0x140288471","[Unknown]","0x140288471"
"0.000199999","0","0","0","0","0","ntdll.dll","func@0x1800eb370","[Unknown]","0x1800eb370"
"0.000199999","0","0","400000","100000","0","ntoskrnl.exe","func@0x1402a73a0","[Unknown]","0x1402a73a0"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","func@0x1408566b0","[Unknown]","0x1408566b0"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","func@0x1406b95fa","[Unknown]","0x1406b95fa"
"0.000199999","0","0","100000","600000","0","ntoskrnl.exe","func@0x1408ae41e","[Unknown]","0x1408ae41e"
"0.000199999","0","0","400000","100000","0","ntoskrnl.exe","func@0x1402e46fc","[Unknown]","0x1402e46fc"
"0.000199999","0","0","0","100000","0","ntoskrnl.exe","func@0x1402b1d40","[Unknown]","0x1402b1d40"
"0.000199999","0","0","100000","0","0","ntoskrnl.exe","func@0x140449ee0","[Unknown]","0x140449ee0"
"0.000199999","0","0","1000000","0","0","ntoskrnl.exe","func@0x1403cefe0","[Unknown]","0x1403cefe0"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","ObfDereferenceObject","[Unknown]","0x140361640"
"0.000199999","0","0","600000","400000","0","ntdll.dll","func@0x1800168a0","[Unknown]","0x1800168a0"
"0.000199999","0","0","300000","200000","0","fltmgr.sys","func@0x1c000bcb4","[Unknown]","0x1c000bcb4"
"0.000199999","0","0","0","200000","0","ntoskrnl.exe","func@0x14041def0","[Unknown]","0x14041def0"
"0.000199999","0","0","100000","0","0","ntoskrnl.exe","func@0x140284b00","[Unknown]","0x140284b00"
"0.000199999","0","0","100000","100000","0","ntfs.sys","func@0x1c014b755","[Unknown]","0x1c014b755"
"0.000199999","0","0","100000","0","0","ntoskrnl.exe","func@0x1403d180c","[Unknown]","0x1403d180c"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","KeAddGroupAffinityEx","[Unknown]","0x14022b2a0"
"0.000199999","0","0","0","200000","0","ntoskrnl.exe","func@0x1402ff8de","[Unknown]","0x1402ff8de"
"0.000199999","0","0","0","200000","0","ntoskrnl.exe","func@0x1403cef54","[Unknown]","0x1403cef54"
"0.000199999","0","0","0","0","0","kip_sequential_profile.exe","operator new(unsigned __int64)","new_scalar.cpp","0x140023ee8"
"0.000199999","0","0","900000","200000","0","kip_sequential_profile.exe","std::vector<Pixel,std::allocator<Pixel> >::operator[]","vector","0x14000baa4"
"0.000199999","0","0","0","0","0","fltmgr.sys","func@0x1c000b070","[Unknown]","0x1c000b070"
"0.000199999","0","0","100000","0","0","ntoskrnl.exe","func@0x140279c55","[Unknown]","0x140279c55"
"0.000199999","0","0","0","200000","0","ntoskrnl.exe","func@0x140248c48","[Unknown]","0x140248c48"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","func@0x1404f8930","[Unknown]","0x1404f8930"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","func@0x1402bda50","[Unknown]","0x1402bda50"
"0.000199999","0","0","0","0","0","ucrtbase.dll","func@0x180036b40","[Unknown]","0x180036b40"
"0.000199999","0","0","400000","100000","0","ntoskrnl.exe","func@0x1403cfda0","[Unknown]","0x1403cfda0"
"0.000199999","0","0","300000","0","0","kip_sequential_profile.exe","stbi__jpeg_get_bits","stb_image.h","0x14001c36c"
"0.000199999","0","0","100000","0","0","ntoskrnl.exe","func@0x1403034d0","[Unknown]","0x1403034d0"
"0.000199999","0","0","0","100000","0","ndis.sys","func@0x1c0015e80","[Unknown]","0x1c0015e80"
"0.000199999","0","0","100000","100000","0","ntoskrnl.exe","func@0x140279f40","[Unknown]","0x140279f40"
"0.000199999","0","0","100000","100000","0","ntoskrnl.exe","func@0x1402a8fd0","[Unknown]","0x1402a8fd0"
"0.000199999","0","0","100000","100000","0","ntoskrnl.exe","func@0x1402c92d0","[Unknown]","0x1402c92d0"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","func@0x140360df1","[Unknown]","0x140360df1"
"0.000199999","1","0","100000","0","0","ntoskrnl.exe","func@0x1408ae1d0","[Unknown]","0x1408ae1d0"
"0.000199999","0","0","300000","700000","0","ntoskrnl.exe","func@0x1402c69cb","[Unknown]","0x1402c69cb"
"0.000199999","0","0","1000000","1000000","0","ntoskrnl.exe","func@0x140287538","[Unknown]","0x140287538"
"0.000199999","","0","0","0","0","igdkmdn64.sys","func@0x1403b82d0","[Unknown]","0x1403b82d0"
"0.000199999","0","0","100000","300000","0","kip_sequential_profile.exe","std::vector<std::vector<Pixel,std::allocator<Pixel> >,std::allocator<std::vector<Pixel,std::allocator<Pixel> > > >::~vector","vector","0x14000b648"
"0.000199999","0","0","0","100000","0","igdkmdn64.sys","func@0x140044e60","[Unknown]","0x140044e60"
"0.000199999","0","0","200000","100000","0","ntdll.dll","func@0x180047d40","[Unknown]","0x180047d40"
"0.000199999","0","0","400000","300000","0","ntoskrnl.exe","func@0x1403cdc60","[Unknown]","0x1403cdc60"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","ExReleaseCacheAwarePushLockSharedEx","[Unknown]","0x1403fcf00"
"0.000199999","0","0","0","0","0","iastorvd.sys","func@0x14001d850","[Unknown]","0x14001d850"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","func@0x1405d468c","[Unknown]","0x1405d468c"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","func@0x1403cf1e8","[Unknown]","0x1403cf1e8"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","func@0x14032e038","[Unknown]","0x14032e038"
"0.000199999","0","0","100000","200000","0","ntoskrnl.exe","func@0x1402be652","[Unknown]","0x1402be652"
"0.000199999","0","0","0","0","0","igdkmdn64.sys","func@0x140021a60","[Unknown]","0x140021a60"
"0.000199999","0","0","100000","400000","0","ntoskrnl.exe","func@0x1402e060b","[Unknown]","0x1402e060b"
"0.000199999","1","0","200000","200000","0","ntoskrnl.exe","func@0x1402f75d0","[Unknown]","0x1402f75d0"
"0.000199999","","0","0","0","0","igdkmdn64.sys","func@0x1402ca900","[Unknown]","0x1402ca900"
"0.000199999","0","0","0","0","0","igdkmdn64.sys","func@0x1402be7b0","[Unknown]","0x1402be7b0"
"0.000199999","0","0","500000","600000","0","ntoskrnl.exe","func@0x14031d3c0","[Unknown]","0x14031d3c0"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","func@0x14023b880","[Unknown]","0x14023b880"
"0.000199999","0","0","0","0","0","ntoskrnl.exe","ExReleaseFastMutex","[Unknown]","0x140226250"
"0.000199999","0","0","300000","100000","0","ntoskrnl.exe","FsRtlAddBaseMcbEntryEx","[Unknown]","0x1403dadd0"
"0.000199999","0","0","100000","0","0","ntdll.dll","RtlGetCurrentServiceSessionId","[Unknown]","0x180091b90"
"0.000199999","0","0","200000","200000","0","kip_sequential_profile.exe","std::vector<std::vector<Pixel,std::allocator<Pixel> >,std::allocator<std::vector<Pixel,std::allocator<Pixel> > > >::~vector","vector","0x140022512"
"0.000199999","0","0","100000","0","0","ntoskrnl.exe","func@0x1402b21d0","[Unknown]","0x1402b21d0"
"0.000199999","0","0","300000","300000","0","ntoskrnl.exe","func@0x140323ec0","[Unknown]","0x140323ec0"
"0.000199999","0","0","700000","300000","0","ntoskrnl.exe","func@0x1404168c0","[Unknown]","0x1404168c0"
"0.000199999","0","0","300000","200000","0","ntoskrnl.exe","ExAcquireFastMutex","[Unknown]","0x140324640"
"0.000199999","0","0","0","100000","0","ntoskrnl.exe","KeReleaseInStackQueuedSpinLock","[Unknown]","0x140257720"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x14035e6c0","[Unknown]","0x14035e6c0"
"9.99996e-05","0","0","100000","0","0","ntoskrnl.exe","func@0x14041e82c","[Unknown]","0x14041e82c"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x1403e6734","[Unknown]","0x1403e6734"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x1408bc970","[Unknown]","0x1408bc970"
"9.99996e-05","0","0","200000","300000","0","ntoskrnl.exe","func@0x140242c50","[Unknown]","0x140242c50"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x14036a140","[Unknown]","0x14036a140"
"9.99996e-05","","0","200000","0","0","ntoskrnl.exe","func@0x140272dd0","[Unknown]","0x140272dd0"
"9.99996e-05","0","0","200000","400000","0","ntoskrnl.exe","func@0x1404f7534","[Unknown]","0x1404f7534"
"9.99996e-05","0","0","200000","200000","0","ntoskrnl.exe","func@0x1403d0bb0","[Unknown]","0x1403d0bb0"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x14049545b","[Unknown]","0x14049545b"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x140a14570","[Unknown]","0x140a14570"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x140856903","[Unknown]","0x140856903"
"9.99996e-05","0","0","200000","100000","0","ntoskrnl.exe","func@0x140279e20","[Unknown]","0x140279e20"
"9.99996e-05","","0","100000","100000","0","ntoskrnl.exe","KeAcquireInStackQueuedSpinLock","[Unknown]","0x140256270"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x1402ba190","[Unknown]","0x1402ba190"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x1402c5f82","[Unknown]","0x1402c5f82"
"9.99996e-05","0","0","100000","100000","0","ntoskrnl.exe","func@0x1402ea090","[Unknown]","0x1402ea090"
"9.99996e-05","0","0","400000","600000","0","ntoskrnl.exe","func@0x14043af20","[Unknown]","0x14043af20"
"9.99996e-05","0","0","0","200000","0","ntoskrnl.exe","KeWaitForMutexObject","[Unknown]","0x140324760"
"9.99996e-05","0","0","0","100000","0","ntoskrnl.exe","func@0x14028b8a0","[Unknown]","0x14028b8a0"
"9.99996e-05","0","0","400000","0","0","ntoskrnl.exe","func@0x1403b4c90","[Unknown]","0x1403b4c90"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x14036f620","[Unknown]","0x14036f620"
"9.99996e-05","0","0","100000","0","0","ntoskrnl.exe","func@0x140350d09","[Unknown]","0x140350d09"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x14084f800","[Unknown]","0x14084f800"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x140303995","[Unknown]","0x140303995"
"9.99996e-05","0","0","700000","1000000","0","ntoskrnl.exe","IoGetCurrentProcess","[Unknown]","0x14043de50"
"9.99996e-05","0","0","200000","200000","0","ntoskrnl.exe","func@0x140277cb0","[Unknown]","0x140277cb0"
"9.99996e-05","0","","0","0","0","ntoskrnl.exe","func@0x140302170","[Unknown]","0x140302170"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x140459f00","[Unknown]","0x140459f00"
"9.99996e-05","1","0","0","0","0","ntoskrnl.exe","func@0x14036ae80","[Unknown]","0x14036ae80"
"9.99996e-05","0","0","100000","0","0","ntoskrnl.exe","func@0x1402c58a1","[Unknown]","0x1402c58a1"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x140288ddd","[Unknown]","0x140288ddd"
"9.99996e-05","0","0","200000","0","0","ntoskrnl.exe","func@0x1403e8868","[Unknown]","0x1403e8868"
"9.99996e-05","0","0","200000","200000","0","ntoskrnl.exe","func@0x140217b50","[Unknown]","0x140217b50"
"9.99996e-05","0","0","300000","200000","0","ntoskrnl.exe","func@0x140323af2","[Unknown]","0x140323af2"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x14030de30","[Unknown]","0x14030de30"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x1402803e0","[Unknown]","0x1402803e0"
"9.99996e-05","0","0","0","100000","0","ntoskrnl.exe","func@0x14044a790","[Unknown]","0x14044a790"
"9.99996e-05","0","0","0","100000","0","ntoskrnl.exe","func@0x14021a8b0","[Unknown]","0x14021a8b0"
"9.99996e-05","0","0","400000","0","0","ntoskrnl.exe","KeFindFirstSetRightAffinityEx","[Unknown]","0x14047bf00"
"9.99996e-05","0","0","100000","0","0","ntoskrnl.exe","func@0x1402c97b0","[Unknown]","0x1402c97b0"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x1406b06e0","[Unknown]","0x1406b06e0"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x140260440","[Unknown]","0x140260440"
"9.99996e-05","0","0","300000","100000","0","ntoskrnl.exe","func@0x1402dc830","[Unknown]","0x1402dc830"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x140280564","[Unknown]","0x140280564"
"9.99996e-05","0","0","200000","0","0","ntoskrnl.exe","func@0x1403239f0","[Unknown]","0x1403239f0"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x1402e5ecc","[Unknown]","0x1402e5ecc"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x140280980","[Unknown]","0x140280980"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x1402aded6","[Unknown]","0x1402aded6"
"9.99996e-05","0","0","100000","0","0","ntoskrnl.exe","func@0x1402ff09d","[Unknown]","0x1402ff09d"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x140244110","[Unknown]","0x140244110"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x14029a280","[Unknown]","0x14029a280"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x14030f878","[Unknown]","0x14030f878"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x1402bdb36","[Unknown]","0x1402bdb36"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x140260624","[Unknown]","0x140260624"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","KeQueryInterruptTimePrecise","[Unknown]","0x14028f3e0"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x14026f660","[Unknown]","0x14026f660"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x14041ec68","[Unknown]","0x14041ec68"
"9.99996e-05","0","0","700000","700000","0","ntoskrnl.exe","func@0x1405db950","[Unknown]","0x1405db950"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x14021c5b0","[Unknown]","0x14021c5b0"
"9.99996e-05","0","0","200000","0","0","ntoskrnl.exe","func@0x1406ad450","[Unknown]","0x1406ad450"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x140414420","[Unknown]","0x140414420"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x1402c6403","[Unknown]","0x1402c6403"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","ExQueueWorkItem","[Unknown]","0x140361810"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","func@0x140914b8e","[Unknown]","0x140914b8e"
"9.99996e-05","0","0","0","0","0","ntoskrnl.exe","IoSetMasterIrpStatus","[Unknown]","0x1404548b0"
